;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
8660;26/12/24;2000 UTC;214.8
8661;26/12/24;2100 UTC;35.9
8673;27/12/24;0900 UTC;226.9
8674;27/12/24;1000 UTC;861.1
8675;27/12/24;1100 UTC;1348.1
8676;27/12/24;1200 UTC;1833.7
8677;27/12/24;1300 UTC;2477.9
8678;27/12/24;1400 UTC;3575.8
8679;27/12/24;1500 UTC;3864.2
8680;27/12/24;1600 UTC;3107.2
8681;27/12/24;1700 UTC;2634.9
8682;27/12/24;1800 UTC;2092.0
8683;27/12/24;1900 UTC;1276.8
8684;27/12/24;2000 UTC;208.1
8685;27/12/24;2100 UTC;59.8
8697;28/12/24;0900 UTC;61.9
8698;28/12/24;1000 UTC;289.0
8699;28/12/24;1100 UTC;1422.5
8700;28/12/24;1200 UTC;1489.6
8701;28/12/24;1300 UTC;1733.1
8702;28/12/24;1400 UTC;2916.1
8703;28/12/24;1500 UTC;3057.9
8704;28/12/24;1600 UTC;2470.0
8705;28/12/24;1700 UTC;2699.1
8706;28/12/24;1800 UTC;2429.7
8707;28/12/24;1900 UTC;741.1
8708;28/12/24;2000 UTC;274.1
8709;28/12/24;2100 UTC;43.5
8721;29/12/24;0900 UTC;162.7
8722;29/12/24;1000 UTC;546.6
8723;29/12/24;1100 UTC;1168.7
8724;29/12/24;1200 UTC;1683.0
8725;29/12/24;1300 UTC;2342.8
8726;29/12/24;1400 UTC;3455.9
8727;29/12/24;1500 UTC;3695.0
8728;29/12/24;1600 UTC;3494.7
8729;29/12/24;1700 UTC;3315.5
8730;29/12/24;1800 UTC;2204.0
8731;29/12/24;1900 UTC;1317.7
8732;29/12/24;2000 UTC;397.7
8733;29/12/24;2100 UTC;49.2
8745;30/12/24;0900 UTC;191.7
8746;30/12/24;1000 UTC;651.5
8747;30/12/24;1100 UTC;1294.8
8748;30/12/24;1200 UTC;2401.1
8749;30/12/24;1300 UTC;3115.3
8750;30/12/24;1400 UTC;3180.7
8751;30/12/24;1500 UTC;3151.4
8752;30/12/24;1600 UTC;3053.0
8753;30/12/24;1700 UTC;2980.4
8754;30/12/24;1800 UTC;2212.6
8755;30/12/24;1900 UTC;1366.8
8756;30/12/24;2000 UTC;307.7
8757;30/12/24;2100 UTC;53.9
8769;31/12/24;0900 UTC;116.2
8770;31/12/24;1000 UTC;746.9
8771;31/12/24;1100 UTC;1181.4
8772;31/12/24;1200 UTC;845.7
8773;31/12/24;1300 UTC;1385.1
8774;31/12/24;1400 UTC;1346.5
8775;31/12/24;1500 UTC;2607.6
8776;31/12/24;1600 UTC;3625.7
8777;31/12/24;1700 UTC;3142.4
8778;31/12/24;1800 UTC;2480.1
8779;31/12/24;1900 UTC;1398.7
8780;31/12/24;2000 UTC;257.7
8781;31/12/24;2100 UTC;65.7
